Employee_Name,EmpID,State,Zip,DOB,DateofHire,DateofTermination,Age,PayRate,Position,Sex,Sexual_Orientation,LGBTQ,Indigenous,Ethnicity,Disability,Minority,Veteran,EmploymentStatus,Department,RecruitmentSource,PerformanceScore,Attrition,DistanceFromHome,JobInvolvement,JobSatisfaction,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PercentageSalaryHike,TotalWorkingYear
sdv-id-NkwoFy,690892675,Maryland,1013,11/14/1983,2007-10-10,Present,47,113.88,Production Technician I,Female,Prefer not to say,Yes,No,White,Yes,No,No,Active,Production       ,Diversity Job Fair,Fully Meets,Yes,37.78,1,4,No,11,4,8,80,1,3,3,1,6,6,1,0.0,21.14,4
sdv-id-rveMlt,836730625,Indiana,2527,01/18/1976,2021-08-26,Present,18,37.4,Software Engineer,Male,Heterosexual,Prefer not to say,No,White,No,No,No,Active,Production       ,On-campus Recruiting,Fully Meets,No,48.24,2,6,No,11,8,2,80,1,4,2,7,8,8,1,0.0,21.66,19
sdv-id-NyPTtB,792503629,Nebraska,1013,08/07/1974,2015-02-26,2021-05-11,31,39.28,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,MBTA ads,Fully Meets,Yes,41.33,7,4,No,13,5,1,80,1,0,3,6,2,3,0,2.0,29.06,26
sdv-id-aMneIJ,622362012,Nebraska,3460,11/06/1990,2004-09-13,2006-08-29,19,92.59,Production Technician II,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,44.63,3,2,No,16,5,7,80,0,2,2,6,0,4,1,0.0,3.75,29
sdv-id-UZBdMh,3514038460,Missouri,1013,02/13/1991,2008-04-04,Present,32,25.5,Sr. DBA,Male,Heterosexual,No,Yes,White,No,No,No,Active,Sales,Diversity Job Fair,Fully Meets,Yes,39.75,9,1,No,12,8,7,80,2,4,2,9,11,0,0,7.0,22.43,1
sdv-id-QvUNMN,242387035,South Dakota,5191,06/10/1979,2008-04-04,Present,52,115.56,Sr. Accountant,Female,Heterosexual,Yes,Yes,White,Yes,No,No,Terminated for Cause,IT/IS,Internet Search,Fully Meets,No,41.26,5,8,No,13,9,5,80,1,2,3,9,5,2,0,4.0,9.69,6
sdv-id-xcJKkL,2663570752,Rhode Island,4189,01/13/1988,2004-02-09,Present,51,121.83,Production Technician I,Male,Prefer not to say,Prefer not to say,No,White,Yes,No,No,Active,Sales,Monster.com,Fully Meets,Yes,40.08,3,7,Yes,16,2,4,80,1,2,1,2,3,1,0,1.0,3.84,5
sdv-id-qeNilJ,423357856,Hawaii,4867,05/23/1984,2013-06-14,2018-03-20,42,145.17,Production Manager,Male,Heterosexual,No,No,White,No,Yes,No,Active,Sales,Website Banner Ads,Fully Meets,No,29.72,5,2,Yes,13,7,6,80,0,0,2,6,4,2,2,1.0,20.04,3
sdv-id-tWOaMO,549950790,Indiana,2548,12/11/1990,2013-07-28,2023-07-15,31,18.07,Production Technician I,Male,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,IT/IS,Search Engine - Google Bing Yahoo,Fully Meets,No,23.86,2,4,Yes,18,8,1,80,3,3,3,8,4,9,0,0.0,10.22,7
sdv-id-GsjwLV,7912521662,Indiana,2166,11/09/1982,2000-11-24,2017-10-13,29,19.11,Production Technician II,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,Sales,Vendor Referral,Fully Meets,No,43.99,9,8,No,13,3,7,80,0,0,4,5,1,2,1,1.0,14.42,20
sdv-id-HphgzE,972999741,Indiana,1285,08/17/1992,2015-11-16,Present,31,27.4,Production Technician I,Male,Heterosexual,No,No,White,No,No,No,Terminated for Cause,Production       ,Diversity Job Fair,Fully Meets,No,41.82,1,8,Yes,17,4,6,80,0,0,3,7,2,1,2,1.0,18.02,27
sdv-id-PoMhmU,883287267,Alabama,2113,03/16/1989,2003-10-05,2023-01-04,44,49.49,Administrative Assistant,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Software Engineering,Diversity Job Fair,Fully Meets,No,26.21,4,6,No,14,3,1,80,2,3,5,3,0,2,1,2.0,5.5,40
sdv-id-ViShyR,341290019,South Carolina,5049,08/17/1992,2010-05-11,2023-05-01,47,116.34,Production Technician II,Female,Prefer not to say,No,No,Black,Yes,Yes,No,Active,Production       ,Vendor Referral,Fully Meets,No,14.48,9,10,No,18,6,8,80,0,0,3,8,11,2,0,0.0,7.55,19
sdv-id-xAHEdT,846068346,Oklahoma,4711,05/18/1982,2019-12-01,2020-06-04,57,58.8,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Software Engineering,Monster.com,Exceeds,No,38.82,4,6,No,11,9,1,80,0,3,4,7,5,0,1,1.0,22.95,22
sdv-id-QZBleU,779313026,Washington,2822,05/18/1984,2000-03-03,Present,24,143.0,Data Analyst,Female,Heterosexual,Yes,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Exceeds,No,12.29,3,6,No,13,9,6,80,0,4,2,10,0,0,0,0.0,15.06,30
sdv-id-keQiMQ,507812501,North Carolina,1013,06/12/1966,2020-12-01,Present,57,102.2,Production Technician I,Male,Heterosexual,No,No,Asian,No,Yes,No,Voluntarily Terminated,IT/IS,Employee Referral,Fully Meets,No,5.46,8,2,No,24,3,1,80,1,3,2,3,8,3,0,1.0,24.39,23
sdv-id-sUltXx,2603474361,Virginia,6095,04/10/1969,2002-03-16,2016-08-03,41,99.22,Production Technician I,Female,Heterosexual,Yes,Yes,White,No,Yes,No,Active,Software Engineering,Social Networks - Facebook Twitter etc,Fully Meets,No,40.63,8,1,No,21,10,4,80,1,0,2,10,7,2,0,0.0,28.53,26
sdv-id-aIKxcm,551512023,Maine,6170,06/05/1992,2005-03-02,Present,35,30.17,Production Technician I,Female,Heterosexual,No,No,White,Yes,No,No,Active,Production       ,Pay Per Click - Google,Fully Meets,No,30.94,4,1,No,12,7,9,80,0,5,3,9,0,3,2,0.0,6.76,9
sdv-id-OwfKza,649663795,Oklahoma,29503,08/17/1992,2010-06-19,2020-03-16,53,60.76,Production Technician II,Male,Heterosexual,Prefer not to say,No,Asian,No,Yes,No,Voluntarily Terminated,IT/IS,Diversity Job Fair,Fully Meets,No,8.68,10,7,No,15,5,8,80,1,0,3,6,2,0,0,0.0,14.93,11
sdv-id-btrVLF,430273187,Utah,1141,02/17/1990,2022-12-06,2023-12-31,55,67.51,Enterprise Architect,Female,Heterosexual,Yes,Yes,White,Yes,Yes,No,Voluntarily Terminated,IT/IS,Pay Per Click - Google,Fully Meets,No,41.09,7,10,No,11,2,5,80,0,0,4,1,2,1,0,2.0,23.1,22
sdv-id-KHiqrQ,327065219,Kentucky,4821,02/28/1977,2013-10-09,Present,54,31.92,Area Sales Manager,Male,Heterosexual,No,No,White,No,Yes,No,Active,IT/IS,Monster.com,Exceeds,No,38.44,3,9,Yes,13,1,6,80,1,0,5,1,11,2,0,6.0,26.06,2
sdv-id-mIlwUs,7128250836,North Dakota,38379,06/24/1982,2009-01-27,2014-04-10,27,21.7,Data Analyst,Female,Bisexual,No,No,Asian,No,No,Yes,Active,Production       ,Diversity Job Fair,Fully Meets,No,28.27,2,8,No,17,4,2,80,0,0,3,5,2,0,1,0.0,22.32,0
sdv-id-DUFKmW,682903629,New York,2267,05/20/1988,2006-04-13,2017-08-31,55,96.4,Data Architect,Female,Heterosexual,No,No,White,No,No,No,Leave of Absence,Production       ,Pay Per Click - Google,Fully Meets,No,38.23,6,8,No,11,7,5,80,1,0,0,10,11,0,0,0.0,18.86,7
sdv-id-REfqrG,405892372,Montana,4828,04/11/1986,2003-12-24,Present,56,39.93,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Professional Society,Exceeds,No,29.97,6,2,No,17,6,10,80,0,3,3,6,1,5,0,1.0,3.97,13
sdv-id-NIZfJT,574385477,South Dakota,6430,03/02/1976,2000-06-02,2016-10-17,19,72.78,Production Technician I,Female,Heterosexual,Yes,No,Prefer not to say,No,No,Yes,Active,Production       ,Pay Per Click - Google,Fully Meets,No,36.88,8,7,Yes,21,6,4,80,1,0,6,6,5,0,0,2.0,21.26,40
sdv-id-drgzsI,764843250,California,2883,12/26/1990,2017-06-22,2018-06-23,43,127.12,Area Sales Manager,Female,Heterosexual,No,No,White,No,Yes,No,Active,Production       ,Pay Per Click - Google,Exceeds,No,39.84,3,1,No,11,9,7,80,0,6,2,10,6,2,0,0.0,21.28,24
sdv-id-NcwjGE,583610942,Texas,5091,09/02/1979,2014-01-03,Present,28,146.86,Production Technician I,Female,Heterosexual,No,No,White,Yes,Yes,No,Voluntarily Terminated,Production       ,Billboard,Fully Meets,No,40.4,8,2,No,12,6,10,80,0,6,2,6,0,3,0,1.0,3.34,1
sdv-id-PMyXTZ,646984898,Alaska,3949,12/08/1985,2009-09-24,Present,19,104.29,Sr. DBA,Male,Prefer not to say,Prefer not to say,No,White,No,No,No,Active,Sales,Glassdoor,Fully Meets,No,37.04,2,3,No,20,8,2,80,1,0,5,8,0,0,0,2.0,16.26,9
sdv-id-fIbebg,3331414400,Missouri,5116,08/17/1992,2022-03-29,2023-11-22,54,109.35,Production Technician II,Female,Heterosexual,No,Prefer not to say,Asian,Yes,No,No,Voluntarily Terminated,Production       ,Indeed,PIP,No,1.2,1,2,No,12,4,5,80,0,5,2,5,1,2,0,0.0,13.76,23
sdv-id-ISKwEt,887519543,Kentucky,3845,08/18/1965,2020-01-09,2022-12-24,57,127.58,IT Support,Male,Heterosexual,Yes,No,Black,Yes,No,Yes,Active,Admin Offices,Other,Fully Meets,No,47.28,1,7,No,11,2,2,80,1,1,3,5,2,0,7,0.0,10.37,30
sdv-id-AvZSGw,602427925,Washington,1654,11/22/1979,2019-08-31,Present,56,145.53,Network Engineer,Female,Heterosexual,No,No,White,Yes,No,No,Active,IT/IS,On-campus Recruiting,Exceeds,No,27.38,2,4,No,11,5,7,80,0,0,2,8,1,2,0,0.0,13.68,25
sdv-id-IJekiF,493506226,North Dakota,2857,09/07/1981,2008-05-27,Present,24,58.17,Production Manager,Female,Heterosexual,No,No,White,No,No,No,Active,Production       ,Newspager/Magazine,Needs Improvement,No,6.3,6,4,Yes,11,1,10,80,1,0,3,3,3,7,0,0.0,26.62,34
sdv-id-heIUXD,6145909376,Colorado,1013,07/24/1987,2000-10-03,2012-04-16,58,56.97,Production Technician II,Female,Heterosexual,Prefer not to say,No,Middle Eastern,Prefer not to say,Yes,No,Terminated for Cause,IT/IS,Billboard,Fully Meets,No,1.74,4,6,No,11,7,2,80,1,5,3,9,1,7,1,0.0,19.12,10
sdv-id-rQUNMK,8210720313,Illinois,2449,05/31/1978,2022-12-08,Present,19,126.95,Production Manager,Female,Prefer not to say,No,No,White,Yes,No,No,Voluntarily Terminated,Sales,Monster.com,Fully Meets,No,6.37,4,6,Yes,16,10,7,80,2,0,0,10,2,0,0,2.0,19.83,9
sdv-id-hkkpYk,7776682900,Wisconsin,4030,05/02/1982,2014-08-10,2018-03-14,40,96.42,Production Manager,Male,Homosexual,Yes,No,White,No,No,No,Voluntarily Terminated,Production       ,Employee Referral,Fully Meets,Yes,26.71,1,1,No,14,6,5,80,0,0,4,7,6,3,0,5.0,8.44,5
sdv-id-tByvdg,5379987276,New Mexico,5388,08/17/1992,2002-06-23,Present,58,136.44,Area Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Active,Sales,Monster.com,Exceeds,No,27.44,3,2,No,20,9,7,80,1,0,3,10,1,0,0,0.0,8.47,10
sdv-id-QQKtPO,393453277,Ohio,2813,02/14/1992,2015-08-06,2021-09-27,56,144.47,Production Technician I,Transgender,Heterosexual,Yes,No,Black,No,Yes,No,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,Yes,18.55,3,2,No,14,10,1,80,0,4,2,8,10,0,3,3.0,10.11,6
sdv-id-wbxaZh,3154922523,Kansas,4892,11/12/1987,2013-08-13,2018-03-05,24,116.36,IT Support,Male,Homosexual,No,No,White,No,No,No,Active,IT/IS,Other,Fully Meets,No,22.91,7,7,Yes,13,7,7,80,1,3,2,7,2,6,0,0.0,13.71,21
sdv-id-TUMqXT,908462769,Iowa,1709,08/31/1983,2013-05-08,2016-12-10,24,103.9,Production Manager,Male,Heterosexual,No,No,Asian,Yes,No,No,Active,IT/IS,Diversity Job Fair,Fully Meets,No,26.2,9,1,No,11,5,4,80,1,3,2,3,6,3,0,0.0,29.4,10
sdv-id-NNwLIC,937021212,New Hampshire,5923,09/16/1990,2002-04-22,Present,27,114.5,Software Engineering Manager,Male,Heterosexual,No,No,Black,Yes,Prefer not to say,Yes,Future Start,Production       ,Internet Search,Fully Meets,No,8.98,6,3,No,13,1,7,80,0,2,3,3,3,5,0,0.0,9.07,5
sdv-id-jmONMn,6780483144,Nebraska,5509,08/28/1989,2016-09-05,Present,49,129.34,Production Technician I,Male,Heterosexual,No,No,Asian,Yes,No,Prefer not to say,Active,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,1.16,2,8,No,17,6,6,80,2,0,0,5,0,0,0,6.0,10.6,2
sdv-id-fBgfGG,9248874125,Iowa,1013,10/07/1983,2009-06-13,2019-12-27,47,81.5,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,IT/IS,Monster.com,Exceeds,No,9.29,2,10,No,24,6,9,80,1,0,5,5,4,4,1,0.0,24.15,12
sdv-id-mPqzJA,189081579,Kentucky,5721,03/30/1990,2018-02-28,2019-08-09,46,104.7,Production Technician I,Male,Heterosexual,No,No,Latin,No,Yes,No,Voluntarily Terminated,IT/IS,Diversity Job Fair,Exceeds,No,28.73,3,3,No,14,9,6,80,1,3,4,10,3,4,2,0.0,12.22,9
sdv-id-xVEMFV,2290024258,South Carolina,5679,11/24/1990,2011-12-06,2023-11-30,60,41.37,Production Technician I,Female,Heterosexual,No,No,Latin,No,Yes,No,Active,Production       ,Vendor Referral,Fully Meets,No,18.53,4,10,No,25,10,3,80,0,4,5,10,1,0,4,10.0,18.8,29
sdv-id-SbFsrP,241226725,Wisconsin,1013,06/06/1984,2022-05-04,Present,51,116.34,Sr. Network Engineer,Male,Heterosexual,No,No,White,No,No,No,Leave of Absence,Sales,Pay Per Click - Google,Fully Meets,No,5.02,10,6,No,21,1,7,80,0,3,5,3,0,3,0,6.0,16.71,5
sdv-id-ktZKij,169967896,Montana,5647,07/19/1988,2012-08-02,2024-02-24,27,137.5,Production Manager,Female,Heterosexual,No,No,White,No,No,No,Active,Sales,Other,Needs Improvement,No,24.09,8,2,No,25,7,3,80,0,0,4,8,0,2,1,1.0,19.5,11
sdv-id-tekbaV,5446154832,New Jersey,5233,01/02/1951,2022-11-17,2024-10-15,56,102.62,Accountant I,Male,Heterosexual,Prefer not to say,No,White,Yes,No,No,Active,Production       ,Professional Society,Fully Meets,No,29.81,8,1,No,21,4,10,80,2,0,3,3,8,4,0,0.0,3.19,2
sdv-id-AXVilc,565210832,Kentucky,6287,08/17/1992,2017-04-27,2020-04-09,20,145.38,Production Manager,Female,Heterosexual,Yes,No,White,Yes,No,No,Active,IT/IS,Employee Referral,Needs Improvement,No,40.18,6,1,No,16,4,1,80,0,0,2,1,2,1,2,0.0,23.22,4
sdv-id-FPLkBL,1217422341,Kansas,1013,04/30/1985,2018-02-03,Present,55,19.62,Production Technician I,Transgender,Prefer not to say,No,No,White,No,No,No,Leave of Absence,Software Engineering,MBTA ads,Exceeds,No,48.79,4,8,No,19,10,9,80,0,0,6,10,5,1,0,1.0,10.31,1
sdv-id-MQfvFT,8567575765,Louisiana,6069,07/05/1984,2000-03-05,2013-02-23,52,38.91,Production Technician I,Male,Heterosexual,Yes,No,White,No,No,No,Active,Production       ,Monster.com,Needs Improvement,No,47.24,7,2,No,11,2,4,80,1,2,2,4,2,2,0,0.0,17.74,19
sdv-id-YISOiq,5323706122,New Mexico,6175,07/15/1985,2004-12-02,2013-05-31,40,119.16,Sr. Network Engineer,Female,Homosexual,Yes,No,White,No,Yes,Yes,Active,Admin Offices,Vendor Referral,Exceeds,No,35.63,4,5,No,12,6,3,80,2,0,4,6,0,0,1,0.0,19.36,23
sdv-id-zfAXms,710818722,North Carolina,2589,01/02/1951,2013-05-06,Present,38,89.22,Production Technician II,Female,Heterosexual,Yes,No,Latin,No,Yes,Yes,Active,IT/IS,Pay Per Click - Google,Needs Improvement,No,31.1,7,7,No,11,2,5,80,0,6,6,1,11,2,1,1.0,23.19,25
sdv-id-oPEuZQ,1465342507,West Virginia,1013,04/21/1987,2000-05-15,Present,46,32.51,Area Sales Manager,Prefer not to say,Homosexual,Yes,Yes,White,No,Yes,No,Active,Sales,MBTA ads,Fully Meets,No,19.45,10,5,No,15,9,5,80,0,0,2,10,5,0,0,3.0,26.44,25
sdv-id-cLQPcR,982234324,Colorado,2691,01/04/1986,2014-10-21,2018-06-19,39,71.48,Production Technician II,Female,Heterosexual,No,No,White,Yes,No,No,Active,Production       ,Website Banner Ads,Fully Meets,Yes,46.04,3,4,No,20,9,2,80,0,2,2,7,6,4,0,0.0,18.57,9
sdv-id-jRgVzl,4275129919,Alabama,2664,01/15/1977,2008-03-22,2022-02-12,44,108.43,Production Technician I,Male,Prefer not to say,Yes,No,White,Yes,No,Yes,Active,Production       ,Indeed,Fully Meets,No,44.5,8,6,No,11,6,5,80,0,0,3,7,7,2,1,2.0,11.92,2
sdv-id-NWUNMa,3691843540,South Dakota,3880,05/15/1961,2014-09-30,Present,44,75.41,Area Sales Manager,Female,Heterosexual,No,No,White,No,No,No,Voluntarily Terminated,Production       ,On-campus Recruiting,Fully Meets,Yes,12.93,2,5,No,13,6,4,80,1,4,3,7,6,6,0,3.0,24.69,13
sdv-id-aTpBAp,484767462,Arkansas,6744,05/31/1988,2014-08-04,Present,21,136.99,Production Technician I,Male,Heterosexual,No,No,Asian,No,No,No,Active,IT/IS,Diversity Job Fair,PIP,No,15.81,9,6,No,12,8,10,80,0,0,3,10,3,1,0,0.0,4.87,17
sdv-id-RUzunD,160810887,South Carolina,73977,11/30/1972,2019-02-15,Present,40,62.44,Area Sales Manager,Male,Heterosexual,Yes,No,White,No,No,No,Active,Admin Offices,Glassdoor,Fully Meets,No,31.06,9,6,No,12,6,10,80,0,2,2,4,0,0,0,0.0,28.68,6
sdv-id-uCtGnd,885413178,New York,3529,08/17/1992,2007-06-08,Present,27,98.82,Area Sales Manager,Female,Prefer not to say,No,No,Asian,Yes,Yes,No,Active,Sales,Indeed,Fully Meets,No,6.62,3,3,Yes,15,2,10,80,1,0,2,1,4,4,0,0.0,12.64,33
sdv-id-cfxyVE,393579535,Oregon,2216,12/30/1963,2010-06-25,Present,21,67.95,Enterprise Architect,Male,Heterosexual,No,No,White,No,Yes,No,Active,Sales,Social Networks - Facebook Twitter etc,Fully Meets,No,45.08,3,6,No,18,1,9,80,1,2,2,3,2,5,0,2.0,10.13,3
sdv-id-KMFLKJ,627132264,Florida,2962,08/17/1992,2014-08-08,2015-09-03,45,27.37,Area Sales Manager,Female,Heterosexual,No,No,Asian,No,Yes,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,49.29,3,8,No,25,1,4,80,2,2,3,3,11,4,6,0.0,26.0,24
sdv-id-OLiaHD,2435222649,Virginia,2472,01/09/1985,2001-05-14,Present,44,58.8,Production Technician II,Male,Heterosexual,Prefer not to say,No,Asian,Yes,No,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,No,43.05,6,7,No,23,10,2,80,1,3,5,9,8,9,1,0.0,12.99,8
sdv-id-MYyjNd,514136789,New York,3904,05/23/1983,2006-05-29,2007-03-21,58,72.0,Production Technician I,Female,Prefer not to say,No,No,White,Yes,No,Yes,Future Start,Sales,Word of Mouth,Needs Improvement,No,21.79,1,10,No,11,8,5,80,2,5,4,10,7,0,0,0.0,7.93,38
sdv-id-wsNPoV,267891195,Virginia,1013,09/22/1979,2018-06-14,Present,23,111.26,Production Technician I,Male,Prefer not to say,No,No,Asian,No,No,No,Active,Sales,Word of Mouth,Fully Meets,No,40.24,9,7,Yes,21,8,5,80,0,3,3,6,3,6,0,1.0,21.0,18
sdv-id-xzXkrw,420693357,Alabama,2729,05/22/1977,2000-06-14,2006-06-02,33,44.37,Production Technician I,Female,Heterosexual,No,No,White,No,Yes,No,Voluntarily Terminated,IT/IS,On-campus Recruiting,Fully Meets,No,9.27,2,4,No,23,4,2,80,1,6,6,6,3,1,0,0.0,18.02,6
sdv-id-mRIxzt,1278996043,North Dakota,4325,01/09/1984,2003-12-15,Present,38,36.37,Production Technician I,Female,Heterosexual,Yes,No,Black,No,Yes,No,Voluntarily Terminated,IT/IS,Indeed,Fully Meets,No,27.16,8,3,No,14,5,10,80,1,2,4,8,6,3,0,2.0,9.11,30
sdv-id-ZQvlEA,3327484308,New Jersey,4483,03/13/1986,2004-05-29,Present,45,67.44,Network Engineer,Male,Heterosexual,No,No,Asian,No,No,No,Active,Admin Offices,Employee Referral,Fully Meets,No,48.67,6,10,No,21,6,7,80,0,0,4,7,5,9,0,8.0,27.15,23
sdv-id-qheqOG,598788098,Kentucky,5478,10/20/1988,2013-08-23,Present,32,138.55,Area Sales Manager,Prefer not to say,Heterosexual,Yes,No,White,No,No,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,16.19,7,2,No,11,10,4,80,0,1,5,8,7,0,0,2.0,22.85,0
sdv-id-pjyYlb,548366289,Kansas,5959,07/31/1988,2014-01-22,2020-11-14,47,78.13,Production Technician II,Male,Prefer not to say,No,No,White,No,No,No,Terminated for Cause,Production       ,Glassdoor,Fully Meets,No,42.7,4,3,Yes,11,7,2,80,0,2,0,6,3,2,1,2.0,3.46,29
sdv-id-swxnuL,6386882951,Minnesota,4158,10/18/1976,2002-11-08,2014-06-23,19,148.15,Data Architect,Female,Homosexual,No,No,White,No,Yes,No,Future Start,Production       ,Monster.com,PIP,No,4.69,5,1,No,11,1,10,80,1,7,3,3,7,2,0,1.0,27.79,8
sdv-id-RNGYnJ,1614115803,Oregon,3821,03/29/1975,2014-04-28,2017-03-30,51,47.75,Production Technician I,Male,Homosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Sales,Monster.com,Fully Meets,No,29.58,5,3,No,11,5,6,80,1,2,6,5,3,9,0,1.0,11.44,23
sdv-id-aEvwUH,451413772,Rhode Island,1633,07/08/1992,2001-01-10,Present,22,116.89,BI Director,Transgender,Heterosexual,Prefer not to say,No,White,Yes,No,No,Voluntarily Terminated,Sales,Search Engine - Google Bing Yahoo,Fully Meets,No,36.01,7,10,No,14,8,1,80,0,2,3,7,7,2,1,0.0,6.99,3
sdv-id-kzUfGK,589203186,Idaho,4638,06/21/1981,2005-12-17,2018-03-25,40,66.02,Area Sales Manager,Female,Heterosexual,Prefer not to say,No,White,No,Yes,No,Active,Admin Offices,Social Networks - Facebook Twitter etc,Fully Meets,Yes,43.8,9,10,No,12,4,4,80,1,4,5,2,0,0,2,0.0,16.8,30
sdv-id-JlJvyT,415406597,Indiana,5919,03/02/1987,2000-12-10,2015-01-19,57,54.57,BI Developer,Female,Heterosexual,No,No,White,Yes,Yes,No,Terminated for Cause,Production       ,Search Engine - Google Bing Yahoo,Fully Meets,No,7.92,6,2,No,12,1,4,80,1,0,3,1,6,4,0,2.0,5.9,22
sdv-id-jvilxT,827643522,Missouri,4593,02/11/1989,2013-07-13,Present,50,100.26,Database Administrator,Female,Heterosexual,Prefer not to say,No,White,Yes,Yes,No,Leave of Absence,Production       ,Professional Society,Fully Meets,No,48.97,10,10,Yes,12,7,10,80,0,2,1,5,6,0,1,0.0,14.82,0
sdv-id-waTqta,926543729,South Dakota,6352,10/11/1989,2013-07-11,Present,48,74.58,Production Technician I,Male,Prefer not to say,No,No,White,No,Yes,No,Active,Production       ,Employee Referral,Fully Meets,No,14.34,10,3,No,14,1,5,80,1,0,3,3,5,0,0,1.0,12.19,35
sdv-id-YGPfOR,412624169,Massachusetts,98052,06/18/1985,2007-01-05,2022-07-11,58,105.76,Production Technician II,Female,Prefer not to say,No,No,Middle Eastern,No,No,No,Active,IT/IS,Employee Referral,Needs Improvement,No,18.82,10,5,No,23,10,7,80,1,0,3,8,2,2,0,1.0,7.2,1
sdv-id-oKjouD,541871875,Rhode Island,4177,07/16/1977,2004-12-03,2009-06-19,52,19.14,Production Manager,Male,Heterosexual,No,No,Latin,No,No,No,Active,Sales,Search Engine - Google Bing Yahoo,Fully Meets,No,25.52,5,1,No,11,10,4,80,3,5,2,10,4,5,0,0.0,9.65,34
sdv-id-QOPMKw,7700871384,Nevada,5417,10/21/1966,2019-04-20,Present,44,105.37,Production Technician I,Female,Heterosexual,No,No,Asian,No,No,No,Voluntarily Terminated,Production       ,Professional Society,Exceeds,No,17.39,10,6,Yes,11,10,5,80,0,0,3,9,11,1,1,,3.66,11
sdv-id-AkuXPC,838832302,Tennessee,4782,08/17/1992,2006-02-20,2022-09-30,56,88.92,Production Technician II,Male,Prefer not to say,No,No,Asian,Yes,Yes,No,Voluntarily Terminated,Production       ,Diversity Job Fair,Fully Meets,No,28.14,4,2,Yes,11,5,3,80,1,3,3,3,8,2,0,0.0,15.48,38
sdv-id-AfFOLg,1515734070,Vermont,2725,10/13/1986,2017-07-11,2022-10-26,59,109.13,Production Technician I,Prefer not to say,Heterosexual,No,No,White,Yes,No,No,Leave of Absence,Executive Office,Search Engine - Google Bing Yahoo,Fully Meets,No,14.48,8,7,No,11,3,2,80,1,5,6,3,2,3,3,6.0,29.87,27
sdv-id-HUhFiY,457069052,Iowa,2398,05/05/1990,2006-07-23,Present,25,83.7,Software Engineer,Female,Homosexual,Yes,No,Black,Yes,No,No,Future Start,Production       ,Diversity Job Fair,Fully Meets,No,4.64,6,9,No,24,4,8,80,1,1,2,3,11,2,0,1.0,26.96,13
sdv-id-FEIXyE,337953090,Arkansas,1368,08/14/1982,2021-02-12,Present,22,111.87,Area Sales Manager,Female,Heterosexual,Yes,No,White,Yes,Yes,No,Active,Production       ,Employee Referral,Fully Meets,No,25.54,2,10,No,16,2,4,80,0,3,3,4,4,3,2,1.0,25.49,13
sdv-id-gyajaM,709831875,Kansas,2341,04/22/1990,2008-12-05,Present,37,41.42,Production Technician II,Female,Heterosexual,Yes,No,White,No,Yes,No,Active,Software Engineering,Diversity Job Fair,Fully Meets,Yes,45.01,10,6,No,11,7,8,80,1,1,2,7,2,0,1,2.0,10.94,12
sdv-id-oqstBM,389192942,Minnesota,5186,01/02/1951,2016-12-24,Present,53,32.37,Production Technician I,Female,Heterosexual,No,Yes,Latin,No,Yes,No,Active,Production       ,Professional Society,Exceeds,No,9.45,4,3,No,16,9,4,80,1,0,2,10,8,7,0,0.0,18.67,24
sdv-id-gWtpqX,1321554568,Oregon,3610,10/03/1961,2020-11-26,Present,18,110.87,Production Technician I,Male,Prefer not to say,No,No,White,No,No,No,Active,Production       ,Employee Referral,Fully Meets,No,10.4,3,6,No,12,9,2,80,3,0,1,10,9,0,1,1.0,8.74,0
sdv-id-AAdlop,256777925,Alaska,98052,06/01/1992,2019-06-06,Present,22,83.35,Production Technician I,Male,Heterosexual,No,No,Asian,No,Yes,No,Voluntarily Terminated,Production       ,Monster.com,Fully Meets,No,26.48,1,8,No,12,5,4,80,1,0,6,6,2,0,1,0.0,29.31,2
